"Age","Primary streaming service","Hours per day","While working","Instrumentalist","Composer","Fav genre","Exploratory","Foreign languages","BPM","Frequency [Classical]","Frequency [Country]","Frequency [EDM]","Frequency [Folk]","Frequency [Gospel]","Frequency [Hip hop]","Frequency [Jazz]","Frequency [K pop]","Frequency [Latin]","Frequency [Lofi]","Frequency [Metal]","Frequency [Pop]","Frequency [R&B]","Frequency [Rap]","Frequency [Rock]","Frequency [Video game music]","Anxiety","Depression","Insomnia","OCD","Music effects","Permissions","id"
18.0,Spotify,6.0,Yes,No,No,EDM,Yes,Yes,90.0,Rarely,Never,Very frequently,Never,Never,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Never,Very frequently,Very frequently,Very frequently,Rarely,Sometimes,0.0,2.0,1.0,5.0,Improve,I understand.,590
18.0,Spotify,4.0,Yes,Yes,No,R&B,No,Yes,135.0,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Never,Very frequently,Very frequently,Rarely,Never,Sometimes,Very frequently,Very frequently,Never,Rarely,2.0,0.0,0.0,0.0,No effect,I understand.,591
24.0,Spotify,8.0,Yes,No,No,Jazz,Yes,No,81.0,Very frequently,Never,Rarely,Never,Never,Very frequently,Very frequently,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Very frequently,Rarely,2.0,2.0,4.0,0.0,No effect,I understand.,592
21.0,Spotify,2.0,No,No,No,Pop,No,No,170.0,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,5.0,6.0,3.0,4.0,No effect,I understand.,593
46.0,I do not use a streaming service.,1.0,No,No,No,Rock,No,No,120.0,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,0.0,0.0,1.0,0.0,No effect,I understand.,594
18.0,Spotify,2.0,Yes,Yes,No,Hip hop,Yes,No,90.0,Never,Never,Never,Never,Sometimes,Very frequently,Never,Never,Never,Sometimes,Never,Sometimes,Very frequently,Very frequently,Never,Never,5.0,4.0,3.0,7.0,Improve,I understand.,595
16.0,Spotify,3.0,Yes,Yes,No,K pop,Yes,Yes,115.0,Rarely,Never,Rarely,Never,Never,Very frequently,Very frequently,Very frequently,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,2.0,7.0,0.0,0.0,Improve,I understand.,596
21.0,Spotify,1.0,Yes,No,No,Video game music,Yes,Yes,1610429.334943639,Very frequently,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Never,Sometimes,Sometimes,Very frequently,0.0,6.0,0.0,4.0,Improve,I understand.,597
19.0,I do not use a streaming service.,0.0,No,No,No,Classical,Yes,Yes,1610429.334943639,Very frequently,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,0.0,0.0,0.0,0.0,Improve,I understand.,598
20.0,Spotify,2.0,Yes,Yes,Yes,Rap,Yes,Yes,1610429.334943639,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Never,Rarely,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,7.0,5.0,1.0,3.0,Improve,I understand.,599
21.0,Other streaming service,0.1,Yes,Yes,No,Folk,No,Yes,1610429.334943639,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Never,7.0,5.0,3.0,1.0,No effect,I understand.,600
56.0,I do not use a streaming service.,2.0,Yes,No,No,Rock,No,Yes,220.0,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Very frequently,Never,3.0,3.0,1.0,8.0,No effect,I understand.,601
21.0,Spotify,12.0,Yes,No,No,Rock,Yes,Yes,160.0,Sometimes,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Rarely,7.0,10.0,4.0,7.0,Worsen,I understand.,602
20.0,Spotify,1.0,Yes,No,No,Pop,Yes,No,121.0,Rarely,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Never,3.0,2.0,3.0,0.0,Improve,I understand.,603
21.0,Apple Music,1.0,Yes,No,No,Rock,No,No,105.0,Sometimes,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,5.0,1.0,1.0,9.0,Improve,I understand.,604
25.0,Spotify,3.0,Yes,No,No,Rock,No,No,110.0,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Very frequently,Sometimes,8.0,9.0,4.0,10.0,Improve,I understand.,605
33.0,Spotify,2.0,Yes,No,No,Metal,Yes,Yes,134.0,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,4.0,8.0,0.0,0.0,Improve,I understand.,606
20.0,Spotify,2.0,Yes,No,No,Rock,Yes,Yes,148.0,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Rarely,7.0,9.0,7.0,0.0,Improve,I understand.,607
17.0,Spotify,3.0,Yes,Yes,No,Rock,Yes,No,120.0,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Rarely,Never,Rarely,Very frequently,Very frequently,Never,Rarely,Very frequently,Never,1.0,5.0,6.0,4.0,No effect,I understand.,608
24.0,YouTube Music,1.0,No,No,No,Jazz,Yes,Yes,122.0,Rarely,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Very frequently,3.0,2.0,1.0,0.0,No effect,I understand.,609
26.0,Spotify,3.0,Yes,Yes,Yes,Jazz,Yes,Yes,90.0,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Never,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,Rarely,6.0,8.0,0.0,0.0,Improve,I understand.,610
17.0,YouTube Music,3.0,Yes,No,No,Rock,No,No,122.0,Rarely,Rarely,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Never,Sometimes,Very frequently,Very frequently,6.0,3.0,6.0,0.0,Improve,I understand.,611
16.0,Spotify,5.0,Yes,Yes,Yes,Metal,Yes,Yes,129.0,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Rarely,Very frequently,Sometimes,Never,Sometimes,Very frequently,Sometimes,7.0,4.0,8.0,0.0,Improve,I understand.,612
27.0,Spotify,8.0,Yes,No,No,Metal,Yes,No,132.0,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Rarely,Sometimes,Never,2.0,6.0,9.0,1.0,No effect,I understand.,613
28.0,Spotify,4.0,Yes,No,No,Hip hop,Yes,Yes,178.0,Rarely,Sometimes,Sometimes,Rarely,Never,Very frequently,Never,Never,Very frequently,Sometimes,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Rarely,8.0,5.0,3.0,8.0,Improve,I understand.,614
48.0,I do not use a streaming service.,5.0,Yes,No,Yes,Rock,Yes,Yes,1610429.334943639,Very frequently,Sometimes,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,3.0,3.0,0.0,0.0,Improve,I understand.,615
19.0,Spotify,3.0,Yes,No,No,Rap,No,Yes,115.0,Never,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Sometimes,7.0,5.0,3.0,3.0,Improve,I understand.,616
21.0,YouTube Music,4.0,Yes,No,No,Rock,Yes,Yes,137.0,Sometimes,Very frequently,Rarely,Very frequently,Never,Sometimes,Never,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Rarely,4.0,8.0,2.0,3.0,Improve,I understand.,617
21.0,I do not use a streaming service.,1.0,Yes,Yes,No,Classical,No,No,92.0,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,3.0,0.0,0.0,5.0,Improve,I understand.,618
15.0,Spotify,4.0,Yes,No,No,Metal,Yes,Yes,140.0,Rarely,Never,Sometimes,Rarely,Never,Rarely,Never,Rarely,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,10.0,7.0,3.0,2.0,Improve,I understand.,619
20.0,Spotify,1.0,No,No,No,Rock,Yes,Yes,130.0,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Very frequently,Never,10.0,4.0,8.0,0.0,Improve,I understand.,620
21.0,YouTube Music,2.0,Yes,Yes,No,Video game music,No,Yes,1610429.334943639,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,Never,Very frequently,Very frequently,2.0,2.0,0.0,0.0,Improve,I understand.,621
22.0,Spotify,6.0,Yes,No,No,Folk,Yes,No,63.0,Never,Rarely,Sometimes,Very frequently,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,8.0,7.0,7.0,3.0,Improve,I understand.,622
22.0,Spotify,2.0,No,No,No,Rock,No,No,119.0,Rarely,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Never,Very frequently,Very frequently,Never,Never,Very frequently,Sometimes,10.0,5.0,2.0,8.0,Improve,I understand.,623
31.0,Spotify,1.0,Yes,No,No,Rock,Yes,No,1610429.334943639,Very frequently,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Never,Very frequently,Very frequently,Very frequently,9.0,10.0,10.0,6.0,No effect,I understand.,624
20.0,YouTube Music,4.0,Yes,Yes,No,Metal,Yes,No,180.0,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Never,Very frequently,Sometimes,5.0,2.0,1.0,6.0,Improve,I understand.,625
49.0,I do not use a streaming service.,8.0,Yes,Yes,Yes,Classical,No,No,68.0,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,4.0,8.0,9.0,1.0,Improve,I understand.,626
42.0,Spotify,2.0,Yes,No,No,Metal,Yes,Yes,85.0,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Never,Very frequently,Very frequently,7.0,8.0,5.0,3.0,Improve,I understand.,627
26.0,Spotify,2.0,Yes,No,No,EDM,Yes,Yes,128.0,Rarely,Sometimes,Very frequently,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Never,2.0,2.0,0.0,3.0,No effect,I understand.,628
17.0,Spotify,10.0,Yes,No,Yes,K pop,Yes,Yes,150.0,Rarely,Sometimes,Rarely,Rarely,Never,Very frequently,Never,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Very frequently,Very frequently,Sometimes,10.0,3.0,0.0,4.0,Improve,I understand.,629
30.0,I do not use a streaming service.,0.0,No,No,No,Metal,No,No,0.0,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,10.0,10.0,10.0,9.0,Improve,I understand.,630
23.0,Spotify,6.0,Yes,No,No,Folk,Yes,Yes,92.0,Sometimes,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,3.0,7.0,7.0,4.0,No effect,I understand.,631
30.0,Apple Music,3.0,Yes,No,No,EDM,Yes,Yes,121.0,Rarely,Never,Very frequently,Never,Rarely,Sometimes,Never,Very frequently,Never,Never,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Never,7.0,5.0,7.0,7.0,Improve,I understand.,632
31.0,Spotify,2.0,Yes,No,No,Metal,No,Yes,155.0,Rarely,Sometimes,Never,Very frequently,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Very frequently,Very frequently,Rarely,Very frequently,Sometimes,7.0,4.0,8.0,8.0,Improve,I understand.,633
42.0,Other streaming service,0.25,No,Yes,No,Classical,Yes,Yes,150.0,Very frequently,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Never,7.0,9.0,4.0,5.0,Improve,I understand.,634
16.0,Other streaming service,4.0,Yes,No,No,EDM,Yes,Yes,624.0,Sometimes,Never,Very frequently,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,4.0,7.0,1.0,3.0,Improve,I understand.,635
34.0,YouTube Music,2.0,No,No,No,Metal,Yes,No,136.0,Sometimes,Rarely,Never,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,5.0,9.0,9.0,6.0,Improve,I understand.,636
21.0,YouTube Music,2.0,Yes,No,No,Pop,Yes,No,121.0,Sometimes,Never,Very frequently,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,5.0,4.0,10.0,7.0,No effect,I understand.,637
27.0,YouTube Music,3.0,Yes,No,No,Pop,No,No,113.0,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Rarely,7.0,2.0,0.0,1.0,Improve,I understand.,638
18.0,Spotify,6.0,Yes,No,No,Folk,Yes,Yes,80.0,Never,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8.0,6.0,0.0,2.0,Improve,I understand.,639
26.0,Spotify,3.0,No,No,No,Metal,Yes,No,140.0,Rarely,Very frequently,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,Never,Rarely,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Rarely,1.0,3.0,10.0,0.0,No effect,I understand.,640
37.0,Spotify,2.0,Yes,No,No,Rock,Yes,No,100.0,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Never,8.0,10.0,10.0,2.0,Worsen,I understand.,641
26.0,Spotify,5.0,Yes,Yes,No,Folk,Yes,Yes,92.0,Sometimes,Rarely,Rarely,Very frequently,Never,Very frequently,Very frequently,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,4.0,7.0,6.0,0.0,No effect,I understand.,642
19.0,Spotify,4.0,No,No,No,Pop,No,Yes,120.0,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,9.0,6.0,3.0,0.0,No effect,I understand.,643
22.0,Spotify,4.0,Yes,No,No,Rock,Yes,No,93.0,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Very frequently,10.0,7.0,4.0,4.0,Improve,I understand.,644
43.0,I do not use a streaming service.,0.0,No,No,No,Rock,No,No,1610429.334943639,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Never,1.0,2.0,2.0,0.0,No effect,I understand.,645
24.0,I do not use a streaming service.,12.0,Yes,Yes,Yes,Rock,Yes,No,136.0,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,7.0,10.0,0.0,8.0,Improve,I understand.,646
21.0,I do not use a streaming service.,0.5,No,No,No,Pop,No,No,108.0,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,10.0,2.0,1.0,10.0,Worsen,I understand.,647
28.0,I do not use a streaming service.,1.0,Yes,No,No,Rock,No,No,147.0,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,2.0,1.0,2.0,2.0,Improve,I understand.,648
23.0,YouTube Music,3.0,Yes,No,No,R&B,Yes,Yes,93.0,Very frequently,Never,Never,Very frequently,Never,Very frequently,Very frequently,Never,Rarely,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,3.0,10.0,0.0,0.0,No effect,I understand.,649
20.0,Apple Music,12.0,No,No,No,Rock,Yes,Yes,98.0,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,7.0,10.0,2.0,0.0,Improve,I understand.,650
17.0,Spotify,4.0,Yes,Yes,Yes,Metal,No,No,120.0,Never,Rarely,Very frequently,Never,Never,Never,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Never,Never,Very frequently,Sometimes,4.0,2.0,0.0,0.0,Improve,I understand.,651
19.0,Spotify,3.0,Yes,No,No,R&B,No,No,130.0,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,4.0,2.0,5.0,3.0,Improve,I understand.,652
32.0,Spotify,1.0,Yes,No,No,Metal,Yes,Yes,218.0,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Rarely,6.0,8.0,7.0,0.0,Improve,I understand.,653
18.0,YouTube Music,4.0,No,No,No,Folk,Yes,Yes,123.0,Sometimes,Very frequently,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,8.0,6.0,4.0,0.0,Improve,I understand.,654
20.0,Other streaming service,2.0,Yes,Yes,Yes,Rock,Yes,No,135.0,Sometimes,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Never,Never,Very frequently,Sometimes,2.0,2.0,0.0,0.0,No effect,I understand.,655
27.0,Spotify,3.0,Yes,No,No,Rock,Yes,Yes,105.0,Rarely,Never,Very frequently,Rarely,Never,Rarely,Rarely,Never,Never,Very frequently,Very frequently,Rarely,Rarely,Rarely,Very frequently,Very frequently,8.0,7.0,9.0,3.0,Improve,I understand.,656
26.0,Spotify,1.0,Yes,No,No,Rock,Yes,Yes,1610429.334943639,Rarely,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Very frequently,Rarely,Rarely,Very frequently,Sometimes,6.0,1.0,0.0,4.0,No effect,I understand.,657
24.0,Spotify,2.0,Yes,No,No,Pop,Yes,Yes,115.0,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Sometimes,Rarely,Rarely,6.0,6.0,3.0,6.0,Improve,I understand.,658
20.0,Spotify,1.0,Yes,No,No,K pop,Yes,Yes,120.0,Sometimes,Never,Rarely,Never,Sometimes,Never,Rarely,Very frequently,Never,Sometimes,Never,Very frequently,Sometimes,Never,Rarely,Never,8.0,7.0,1.0,1.0,No effect,I understand.,659
21.0,YouTube Music,0.5,Yes,No,No,Pop,Yes,Yes,1610429.334943639,Never,Rarely,Never,Rarely,Never,Rarely,Rarely,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Sometimes,Rarely,5.0,3.0,4.0,1.0,Improve,I understand.,660
16.0,Spotify,2.0,Yes,No,No,Video game music,No,No,149.0,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Very frequently,6.0,2.0,4.0,3.0,Improve,I understand.,661
21.0,Spotify,11.0,Yes,Yes,Yes,Metal,Yes,Yes,125.0,Rarely,Rarely,Sometimes,Rarely,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,5.0,6.0,6.0,0.0,Improve,I understand.,662
27.0,Spotify,10.0,Yes,Yes,Yes,Jazz,Yes,Yes,132.0,Very frequently,Never,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,6.0,10.0,8.0,1.0,Improve,I understand.,663
17.0,Spotify,5.0,Yes,Yes,No,Rock,Yes,No,110.0,Very frequently,Rarely,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Never,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,7.0,3.0,9.0,7.0,Improve,I understand.,664
21.0,Spotify,1.5,Yes,Yes,No,Classical,Yes,Yes,110.0,Very frequently,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,4.0,6.0,0.0,0.0,No effect,I understand.,665
17.0,Spotify,2.0,Yes,No,No,Folk,Yes,Yes,116.0,Very frequently,Sometimes,Never,Very frequently,Sometimes,Rarely,Very frequently,Never,Sometimes,Sometimes,Never,Very frequently,Rarely,Never,Sometimes,Rarely,9.0,4.0,0.0,1.0,Improve,I understand.,666
21.0,Spotify,3.0,No,No,No,Rap,Yes,Yes,145.0,Sometimes,Never,Never,Rarely,Never,Very frequently,Never,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,9.0,7.0,7.0,5.0,Improve,I understand.,667
17.0,YouTube Music,2.0,No,No,Yes,Rock,Yes,No,1610429.334943639,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,5.0,10.0,2.0,7.0,No effect,I understand.,668
36.0,YouTube Music,3.0,Yes,No,No,Country,No,Yes,105.0,Very frequently,Very frequently,Sometimes,Never,Never,Rarely,Never,Very frequently,Sometimes,Never,Never,Rarely,Sometimes,Never,Never,Never,1.0,0.0,1.0,0.0,Improve,I understand.,669
18.0,Spotify,4.0,No,No,No,R&B,Yes,Yes,80.0,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Never,Very frequently,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Never,Never,8.0,7.0,2.0,6.0,Improve,I understand.,670
18.0,Spotify,1.0,No,No,No,K pop,No,Yes,100.0,Never,Never,Rarely,Never,Never,Very frequently,Never,Very frequently,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Never,5.0,1.0,4.0,0.0,Improve,I understand.,671
18.0,Apple Music,5.0,Yes,Yes,No,Latin,Yes,Yes,73.0,Very frequently,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Never,Very frequently,Sometimes,Rarely,Sometimes,Never,10.0,6.0,0.0,0.0,Improve,I understand.,672
18.0,Apple Music,2.0,Yes,No,No,R&B,Yes,No,80.0,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Very frequently,Very frequently,Very frequently,Never,Never,7.0,5.0,5.0,5.0,Improve,I understand.,673
18.0,Spotify,7.0,Yes,No,No,Hip hop,Yes,Yes,1610429.334943639,Very frequently,Rarely,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Rarely,Rarely,3.0,1.0,0.0,3.0,Improve,I understand.,674
18.0,Spotify,2.0,Yes,No,No,Rap,Yes,Yes,1610429.334943639,Rarely,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Very frequently,Never,Rarely,5.0,8.0,7.0,4.0,Improve,I understand.,675
18.0,I do not use a streaming service.,1.0,Yes,No,No,Classical,No,No,120.0,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Rarely,Rarely,Rarely,Rarely,2.0,0.0,0.0,5.0,No effect,I understand.,676
18.0,I do not use a streaming service.,1.0,No,Yes,No,Classical,No,No,117.0,Very frequently,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Rarely,7.0,0.0,0.0,0.0,No effect,I understand.,677
18.0,Spotify,4.0,Yes,No,No,R&B,No,No,1610429.334943639,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Never,Very frequently,Never,Sometimes,Very frequently,Sometimes,Never,Never,8.0,0.0,0.0,2.0,No effect,I understand.,678
20.0,Spotify,6.0,Yes,No,No,R&B,Yes,Yes,89.0,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Rarely,4.0,1.0,1.0,0.0,Improve,I understand.,679
19.0,Spotify,3.0,Yes,No,No,Hip hop,Yes,No,115.0,Sometimes,Never,Rarely,Never,Never,Very frequently,Rarely,Rarely,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Rarely,3.0,8.0,0.0,2.0,Improve,I understand.,680
17.0,Spotify,4.0,Yes,No,No,Hip hop,Yes,No,144.0,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Never,Very frequently,Never,Sometimes,Never,Very frequently,Never,Never,7.0,0.0,2.0,2.0,Improve,I understand.,681
23.0,Spotify,4.0,Yes,No,No,Video game music,Yes,Yes,105.0,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,10.0,8.0,10.0,0.0,Improve,I understand.,682
18.0,YouTube Music,1.0,Yes,Yes,Yes,Pop,Yes,No,114.0,Never,Rarely,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,7.0,1.0,1.0,1.0,Improve,I understand.,683
19.0,Spotify,2.0,Yes,Yes,No,Pop,Yes,Yes,145.0,Rarely,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,5.0,9.0,1.0,7.0,No effect,I understand.,684
89.0,Spotify,24.0,Yes,Yes,Yes,Rap,No,No,143.0,Never,Never,Rarely,Rarely,Never,Very frequently,Sometimes,Never,Never,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Never,0.0,0.0,0.0,0.0,No effect,I understand.,685
20.0,Spotify,5.0,Yes,Yes,Yes,R&B,Yes,Yes,128.0,Very frequently,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,10.0,6.0,3.0,8.0,Improve,I understand.,686
16.0,Spotify,3.0,No,Yes,No,Rock,Yes,Yes,90.0,Rarely,Never,Never,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Very frequently,Never,7.0,3.5,3.5,5.5,Improve,I understand.,687
